order_item_id,order_id,product_id,quantity,unit_price,discount_amount
1,1,507,1,268.83,26.88
2,1,32,2,1355.3,0.0
3,1,11,1,103.73,10.37
4,1,224,1,1513.61,0.0
5,2,304,1,18.53,0.0
6,2,497,1,723.92,0.0
7,3,104,1,602.06,0.0
8,4,392,2,236.04,0.0
9,4,225,1,1045.88,0.0
10,4,212,1,906.08,0.0
11,4,199,1,158.47,0.0
12,5,423,1,129.25,0.0
13,5,287,1,242.54,0.0
14,6,397,1,116.64,0.0
15,7,124,1,413.58,0.0
16,8,186,1,468.8,0.0
17,8,214,1,129.53,0.0
18,8,218,1,1925.93,0.0
19,9,100,1,167.37,0.0
20,10,40,2,195.49,0.0
21,10,467,1,61.29,0.0
22,11,465,2,1849.88,0.0
23,12,420,5,269.9,0.0
24,12,167,1,1297.56,0.0
25,13,470,1,1026.02,0.0
26,13,436,2,156.96,0.0
27,13,82,1,123.58,0.0
28,14,86,1,177.38,0.0
29,15,101,2,169.76,0.0
30,15,424,2,819.46,0.0
31,16,311,1,108.25,0.0
32,17,144,1,334.45,0.0
33,17,427,1,124.34,0.0
34,18,382,1,1695.26,0.0
35,18,143,1,91.34,0.0
36,18,507,1,268.83,0.0
37,19,326,1,844.1,0.0
38,19,93,1,174.97,0.0
39,20,275,1,26.33,0.0
40,21,519,2,1247.58,0.0
41,22,397,1,116.64,0.0
42,23,133,1,126.66,0.0
43,23,300,3,52.08,0.0
44,24,300,1,52.08,0.0
45,24,318,1,233.78,0.0
46,25,208,1,207.87,0.0
47,26,394,1,81.38,0.0
48,26,256,2,248.29,24.83
49,26,473,1,1488.69,0.0
50,26,187,1,243.92,0.0
51,27,494,1,1101.84,0.0
52,27,64,1,140.23,0.0
53,28,103,1,119.1,0.0
54,29,455,1,514.09,0.0
55,29,304,1,18.53,0.0
56,29,161,1,388.77,0.0
57,29,436,1,156.96,0.0
58,30,334,1,296.55,0.0
59,30,453,1,419.18,0.0
60,31,333,1,126.15,0.0
61,32,276,2,89.02,0.0
62,33,484,1,318.3,0.0
63,33,495,1,102.62,10.26
64,34,285,1,201.64,0.0
65,34,354,2,87.23,0.0
66,35,157,1,927.61,46.38
67,36,68,1,230.32,0.0
68,37,488,1,1122.8,0.0
69,37,401,2,226.67,0.0
70,37,327,1,140.68,0.0
71,38,78,1,265.91,0.0
72,39,417,1,468.79,0.0
73,39,344,2,535.44,0.0
74,39,490,2,426.51,0.0
75,40,350,2,454.87,68.23
76,41,318,1,233.78,0.0
77,42,229,1,135.82,0.0
78,43,318,1,233.78,0.0
79,44,150,1,32.04,0.0
80,45,308,1,1700.62,0.0
81,45,41,1,331.59,0.0
82,45,402,1,1139.51,0.0
83,46,177,1,925.17,0.0
84,47,253,1,186.94,28.04
85,48,409,1,420.5,0.0
86,49,385,1,100.37,0.0
87,50,388,1,141.62,0.0
88,51,427,1,124.34,0.0
89,51,91,1,1423.74,0.0
90,52,266,2,240.1,0.0
91,52,389,1,444.9,0.0
92,52,261,1,333.06,0.0
93,53,406,2,262.73,0.0
94,53,302,1,844.35,0.0
95,53,11,2,103.73,0.0
96,54,91,2,1423.74,0.0
97,55,157,1,927.61,0.0
98,56,494,2,1101.84,165.28
99,56,269,3,1830.17,0.0
100,56,218,2,1925.93,0.0
101,57,260,1,253.65,0.0
102,57,258,1,121.12,0.0
103,58,452,1,85.5,0.0
104,59,400,1,110.47,0.0
105,60,189,2,223.09,0.0
106,61,505,1,775.65,0.0
107,61,314,1,1381.68,0.0
108,61,336,1,1058.14,0.0
109,62,5,2,1463.52,0.0
110,63,97,2,299.88,0.0
111,64,376,1,434.06,0.0
112,65,98,1,224.34,0.0
113,66,120,1,1985.49,0.0
114,67,215,1,166.94,0.0
115,67,493,2,575.29,0.0
116,67,156,1,250.73,0.0
117,68,203,1,166.43,24.96
118,68,179,1,185.34,18.53
119,68,381,1,129.15,0.0
120,69,397,1,116.64,17.5
121,70,34,1,104.99,0.0
122,70,290,1,73.08,0.0
123,71,345,3,1161.15,0.0
124,71,21,2,138.16,0.0
125,72,132,1,140.07,0.0
126,72,437,1,267.74,0.0
127,73,150,1,32.04,0.0
128,73,56,2,1639.57,0.0
129,74,93,2,174.97,0.0
130,75,184,1,470.18,0.0
131,76,171,1,365.12,0.0
132,77,307,1,284.09,0.0
133,78,368,1,137.41,0.0
134,79,217,1,95.98,0.0
135,79,336,2,1058.14,0.0
136,80,37,1,1118.65,0.0
137,80,289,1,164.37,0.0
138,80,79,1,75.92,0.0
139,81,411,1,930.64,0.0
140,82,251,1,134.86,0.0
141,82,305,1,589.34,29.47
142,82,60,1,202.34,0.0
143,83,196,1,130.3,0.0
144,84,69,2,128.06,0.0
145,85,161,1,388.77,0.0
146,86,6,1,885.05,0.0
147,87,257,2,54.74,0.0
148,87,62,1,585.64,0.0
149,87,86,1,177.38,0.0
150,88,76,1,136.85,0.0
151,88,95,1,886.72,0.0
152,88,113,1,383.54,0.0
153,89,49,1,221.82,0.0
154,90,451,1,53.5,0.0
155,90,142,2,1285.81,0.0
156,91,289,1,164.37,16.44
157,92,516,2,569.41,0.0
158,92,10,1,274.98,0.0
159,93,306,1,80.9,0.0
160,93,457,1,301.96,30.2
161,94,65,1,15.03,0.0
162,95,469,3,334.65,0.0
163,96,53,1,1030.5,0.0
164,97,511,1,606.19,0.0
165,98,374,1,197.66,0.0
166,99,350,1,454.87,0.0
167,99,384,1,850.96,0.0
168,100,107,1,521.85,0.0
169,101,24,1,123.54,0.0
170,101,330,1,995.39,0.0
171,102,324,1,642.48,0.0
172,102,91,1,1423.74,0.0
173,102,262,1,80.23,0.0
174,102,478,1,121.92,0.0
175,103,470,1,1026.02,0.0
176,103,164,1,132.9,0.0
177,104,406,1,262.73,0.0
178,104,178,1,22.52,0.0
179,105,360,1,240.68,0.0
180,106,469,1,334.65,0.0
181,107,299,1,238.72,0.0
182,108,368,3,137.41,0.0
183,109,209,1,270.92,0.0
184,110,475,1,340.49,0.0
185,110,105,1,665.11,0.0
186,110,377,1,205.91,0.0
187,111,169,5,140.9,0.0
188,112,280,1,204.28,0.0
189,112,3,1,117.81,0.0
190,113,214,1,129.53,0.0
191,114,120,1,1985.49,99.27
192,115,339,1,1927.05,0.0
193,116,415,1,312.97,15.65
194,116,61,1,539.53,0.0
195,116,462,1,101.46,0.0
196,117,291,1,905.95,0.0
197,118,122,1,815.9,0.0
198,119,362,1,272.29,0.0
199,120,373,1,602.29,0.0
200,121,179,1,185.34,9.27
201,122,19,2,1324.61,0.0
202,123,336,1,1058.14,0.0
203,124,112,2,159.58,0.0
204,125,341,1,1185.43,0.0
205,126,130,1,481.08,0.0
206,127,340,1,1698.07,84.9
207,128,239,1,166.69,0.0
208,128,375,2,306.63,0.0
209,129,516,2,569.41,0.0
210,130,217,1,95.98,0.0
211,130,403,1,111.61,0.0
212,130,482,2,239.09,0.0
213,131,153,1,260.23,0.0
214,132,516,2,569.41,0.0
215,133,385,1,100.37,0.0
216,134,218,1,1925.93,0.0
217,135,200,1,1425.54,0.0
218,136,202,2,250.85,0.0
219,136,446,1,776.05,0.0
220,137,30,1,192.09,0.0
221,137,300,2,52.08,0.0
222,138,358,1,11.53,0.0
223,139,404,1,548.27,0.0
224,140,144,2,334.45,0.0
225,140,17,1,127.27,0.0
226,141,284,5,1396.36,0.0
227,141,80,1,796.69,0.0
228,142,355,1,1351.55,202.73
229,142,307,1,284.09,0.0
230,143,296,1,162.47,0.0
231,143,349,1,49.32,0.0
232,144,426,1,545.79,0.0
233,145,283,2,439.44,0.0
234,145,445,1,10.66,0.0
235,146,338,3,553.54,0.0
236,147,297,1,741.96,0.0
237,148,422,2,479.28,0.0
238,149,246,1,72.59,0.0
239,149,62,1,585.64,0.0
240,150,44,1,1465.38,0.0
241,151,56,1,1639.57,0.0
242,151,20,1,1082.34,0.0
243,151,347,1,496.3,0.0
244,152,257,1,54.74,0.0
245,152,348,1,156.95,0.0
246,153,463,1,358.68,0.0
247,154,39,1,1087.16,0.0
248,155,348,1,156.95,0.0
249,156,165,1,189.12,0.0
250,157,307,1,284.09,0.0
251,158,364,1,203.93,0.0
252,159,320,1,44.6,0.0
253,159,218,1,1925.93,192.59
254,159,18,1,1054.59,105.46
255,159,61,1,539.53,0.0
256,160,304,1,18.53,0.0
257,161,442,1,403.77,20.19
258,162,46,1,424.79,0.0
259,162,11,1,103.73,5.19
260,162,158,1,53.58,0.0
261,163,208,1,207.87,10.39
262,164,224,1,1513.61,0.0
263,164,89,2,149.19,0.0
264,164,37,1,1118.65,0.0
265,165,36,2,884.8,0.0
266,166,425,1,179.91,0.0
267,166,442,2,403.77,0.0
268,167,197,1,223.9,0.0
269,168,308,1,1700.62,0.0
270,169,62,1,585.64,0.0
271,170,329,1,1021.33,0.0
272,171,14,3,243.37,0.0
273,172,23,1,50.11,0.0
274,173,488,1,1122.8,0.0
275,174,275,2,26.33,0.0
276,175,31,1,311.65,15.58
277,176,446,1,776.05,0.0
278,177,134,1,31.94,0.0
279,178,46,1,424.79,0.0
280,178,221,2,647.74,0.0
281,179,266,1,240.1,0.0
282,179,80,1,796.69,0.0
283,179,482,1,239.09,11.95
284,180,512,2,111.27,0.0
285,180,250,1,414.6,0.0
286,180,491,2,920.21,0.0
287,181,160,1,126.58,0.0
288,181,392,2,236.04,0.0
289,182,448,1,798.72,0.0
290,183,482,2,239.09,0.0
291,183,61,1,539.53,0.0
292,184,231,1,179.39,8.97
293,184,198,1,1033.48,103.35
294,185,126,1,339.04,0.0
295,185,361,1,925.04,0.0
296,185,425,1,179.91,0.0
297,186,75,1,93.33,0.0
298,187,172,1,614.12,0.0
299,188,191,1,56.6,0.0
300,189,62,1,585.64,29.28
301,189,141,2,180.92,0.0
302,189,478,1,121.92,0.0
303,189,431,1,416.46,0.0
304,190,463,1,358.68,0.0
305,190,409,1,420.5,0.0
306,191,310,2,249.44,0.0
307,192,159,1,1273.72,0.0
308,193,149,1,42.51,0.0
309,194,56,2,1639.57,0.0
310,195,269,1,1830.17,0.0
311,196,511,1,606.19,0.0
312,196,438,1,17.51,0.0
313,197,132,1,140.07,0.0
314,198,5,1,1463.52,0.0
315,198,167,1,1297.56,0.0
316,199,145,1,1626.36,0.0
317,200,497,1,723.92,0.0
318,200,520,2,180.59,0.0
319,201,478,1,121.92,0.0
320,202,352,1,302.89,15.14
321,202,41,1,331.59,0.0
322,203,120,1,1985.49,0.0
323,204,271,1,321.3,0.0
324,205,456,1,63.45,0.0
325,206,346,1,495.91,0.0
326,207,159,3,1273.72,0.0
327,208,12,1,364.11,0.0
328,209,46,1,424.79,21.24
329,209,212,1,906.08,0.0
330,210,448,1,798.72,79.87
331,211,34,1,104.99,0.0
332,212,92,1,10.64,1.06
333,213,470,1,1026.02,0.0
334,214,32,1,1355.3,0.0
335,215,44,1,1465.38,73.27
336,215,303,2,1299.29,0.0
337,216,364,1,203.93,0.0
338,216,46,1,424.79,0.0
339,216,385,2,100.37,0.0
340,217,49,1,221.82,33.27
341,218,349,1,49.32,0.0
342,219,479,1,758.75,0.0
343,220,3,2,117.81,0.0
344,221,38,1,574.29,0.0
345,222,515,1,1387.16,138.72
346,223,198,1,1033.48,0.0
347,224,23,5,50.11,0.0
348,224,170,2,213.35,0.0
349,225,263,1,224.71,0.0
350,225,509,1,178.65,0.0
351,225,476,1,187.23,0.0
352,226,274,1,208.53,0.0
353,227,410,1,92.74,0.0
354,228,520,1,180.59,0.0
355,229,210,1,234.34,0.0
356,229,172,1,614.12,92.12
357,229,163,1,1302.48,0.0
358,229,515,1,1387.16,0.0
359,230,166,2,391.26,0.0
360,230,388,1,141.62,14.16
361,231,162,1,1141.94,0.0
362,231,184,3,470.18,0.0
363,232,290,2,73.08,0.0
364,233,346,1,495.91,0.0
365,234,487,1,453.2,0.0
366,234,383,1,195.02,0.0
367,234,262,1,80.23,0.0
368,235,142,2,1285.81,0.0
369,236,252,1,173.27,0.0
370,237,249,1,109.8,0.0
371,238,16,1,1011.27,0.0
372,239,414,2,1262.8,63.14
373,240,239,1,166.69,0.0
374,241,307,1,284.09,42.61
375,241,362,1,272.29,0.0
376,241,126,1,339.04,0.0
377,242,100,2,167.37,0.0
378,242,329,1,1021.33,153.2
379,242,493,2,575.29,28.76
380,242,257,1,54.74,0.0
381,243,289,1,164.37,0.0
382,244,404,1,548.27,0.0
383,244,502,1,268.93,0.0
384,244,57,1,246.14,0.0
385,245,252,1,173.27,0.0
386,245,437,2,267.74,0.0
387,246,417,1,468.79,0.0
388,247,309,1,211.97,0.0
389,247,302,1,844.35,0.0
390,248,272,1,142.79,0.0
391,249,417,1,468.79,0.0
392,250,233,1,237.18,0.0
393,251,89,1,149.19,0.0
394,251,508,1,947.3,0.0
395,251,45,1,174.75,0.0
396,252,406,1,262.73,0.0
397,253,442,1,403.77,0.0
398,253,84,1,1119.67,167.95
399,254,327,1,140.68,0.0
400,255,135,1,205.13,0.0
401,256,283,2,439.44,0.0
402,257,411,3,930.64,0.0
403,257,301,1,346.88,0.0
404,257,308,2,1700.62,0.0
405,258,278,1,311.29,0.0
406,258,339,1,1927.05,0.0
407,258,224,1,1513.61,0.0
408,259,305,1,589.34,58.93
409,260,216,1,303.6,0.0
410,261,199,1,158.47,0.0
411,262,90,3,228.04,0.0
412,262,35,1,95.33,0.0
413,263,196,1,130.3,0.0
414,264,112,1,159.58,0.0
415,265,520,1,180.59,0.0
416,266,56,1,1639.57,0.0
417,267,44,1,1465.38,0.0
418,267,349,1,49.32,0.0
419,268,347,1,496.3,0.0
420,269,464,1,553.21,0.0
421,270,194,1,1490.47,0.0
422,270,442,1,403.77,0.0
423,270,301,1,346.88,0.0
424,271,142,1,1285.81,0.0
425,272,497,2,723.92,0.0
426,272,23,1,50.11,0.0
427,273,176,2,193.89,0.0
428,273,222,1,252.34,0.0
429,274,403,2,111.61,16.74
430,275,329,1,1021.33,0.0
431,275,301,1,346.88,0.0
432,276,192,1,1867.74,0.0
433,276,159,1,1273.72,0.0
434,277,77,1,195.91,0.0
435,278,195,1,104.35,0.0
436,279,86,1,177.38,0.0
437,279,3,1,117.81,0.0
438,279,347,1,496.3,74.44
439,280,5,1,1463.52,0.0
440,281,449,3,311.08,0.0
441,281,69,1,128.06,0.0
442,282,358,1,11.53,1.73
443,282,344,1,535.44,0.0
444,283,487,1,453.2,0.0
445,283,497,1,723.92,0.0
446,284,75,1,93.33,0.0
447,284,150,1,32.04,0.0
448,284,22,1,148.79,0.0
449,284,211,1,194.9,29.23
450,285,362,3,272.29,0.0
451,285,171,2,365.12,0.0
452,285,396,1,163.17,0.0
453,286,150,1,32.04,0.0
454,287,199,1,158.47,0.0
455,287,448,1,798.72,0.0
456,288,35,1,95.33,0.0
457,288,520,1,180.59,0.0
458,289,237,1,189.31,0.0
459,289,458,1,40.78,6.12
460,290,82,1,123.58,0.0
461,291,514,1,207.12,0.0
462,292,312,2,396.57,0.0
463,293,14,2,243.37,0.0
464,294,398,1,138.65,0.0
465,295,241,1,531.7,0.0
466,295,122,1,815.9,0.0
467,296,382,1,1695.26,0.0
468,297,80,2,796.69,0.0
469,298,267,1,257.74,0.0
470,299,251,1,134.86,6.74
471,300,294,1,111.06,16.66
472,301,99,1,652.3,0.0
473,301,384,2,850.96,0.0
474,301,251,2,134.86,0.0
475,301,502,1,268.93,0.0
476,302,268,1,742.52,0.0
477,303,490,1,426.51,0.0
478,303,179,3,185.34,0.0
479,304,330,1,995.39,0.0
480,305,482,1,239.09,0.0
481,306,163,1,1302.48,0.0
482,307,209,1,270.92,0.0
483,308,357,1,145.61,0.0
484,309,311,1,108.25,0.0
485,309,464,1,553.21,0.0
486,310,516,1,569.41,0.0
487,311,331,3,48.36,0.0
488,311,326,1,844.1,0.0
489,312,247,1,200.26,0.0
490,313,262,2,80.23,0.0
491,314,316,2,247.3,0.0
492,315,126,1,339.04,0.0
493,315,63,1,29.34,0.0
494,316,326,1,844.1,0.0
495,316,43,1,802.98,0.0
496,317,317,1,297.07,44.56
497,318,382,1,1695.26,0.0
498,319,316,1,247.3,0.0
499,320,308,1,1700.62,0.0
500,321,497,1,723.92,0.0
501,321,413,1,1077.42,0.0
502,321,450,2,52.87,0.0
503,321,248,1,195.95,0.0
504,322,222,1,252.34,0.0
505,322,267,1,257.74,0.0
506,322,405,2,168.48,0.0
507,323,330,1,995.39,0.0
508,324,6,1,885.05,0.0
509,325,229,2,135.82,0.0
510,326,354,1,87.23,8.72
511,326,329,1,1021.33,0.0
512,327,457,1,301.96,0.0
513,328,133,1,126.66,0.0
514,328,147,1,220.65,0.0
515,329,209,2,270.92,0.0
516,330,431,1,416.46,0.0
517,331,78,2,265.91,0.0
518,331,516,1,569.41,0.0
519,332,88,1,594.16,0.0
520,332,354,2,87.23,0.0
521,332,116,3,82.33,0.0
522,332,350,1,454.87,0.0
523,333,437,1,267.74,0.0
524,333,258,1,121.12,0.0
525,334,300,1,52.08,0.0
526,335,306,1,80.9,8.09
527,336,29,1,110.56,0.0
528,337,259,1,76.16,0.0
529,337,278,1,311.29,0.0
530,338,8,2,138.19,0.0
531,339,375,1,306.63,0.0
532,340,218,1,1925.93,0.0
533,341,373,1,602.29,0.0
534,342,275,2,26.33,0.0
535,343,517,1,951.77,0.0
536,343,103,1,119.1,0.0
537,344,179,1,185.34,0.0
538,345,245,1,133.67,0.0
539,345,162,1,1141.94,0.0
540,345,490,1,426.51,0.0
541,345,33,1,110.61,5.53
542,346,500,2,309.09,0.0
543,346,464,5,553.21,0.0
544,347,98,1,224.34,0.0
545,348,500,2,309.09,0.0
546,349,443,1,37.36,0.0
547,349,288,1,159.67,0.0
548,350,115,2,422.52,42.25
549,351,253,1,186.94,0.0
550,351,415,1,312.97,0.0
551,352,356,1,1550.45,0.0
552,353,125,2,1452.54,0.0
553,353,12,1,364.11,0.0
554,354,352,1,302.89,0.0
555,355,48,1,53.64,0.0
556,355,116,1,82.33,0.0
557,356,502,1,268.93,0.0
558,357,13,1,1587.28,158.73
559,358,327,2,140.68,0.0
560,359,60,1,202.34,0.0
561,360,329,2,1021.33,0.0
562,361,8,1,138.19,0.0
563,361,482,1,239.09,0.0
564,362,412,1,1485.78,0.0
565,362,30,2,192.09,0.0
566,362,414,1,1262.8,0.0
567,362,43,2,802.98,0.0
568,363,132,2,140.07,0.0
569,364,275,2,26.33,0.0
570,364,88,1,594.16,0.0
571,365,173,1,299.99,0.0
572,365,291,1,905.95,0.0
573,365,91,1,1423.74,0.0
574,366,339,1,1927.05,0.0
575,366,494,1,1101.84,0.0
576,367,345,1,1161.15,116.12
577,368,306,1,80.9,0.0
578,369,169,1,140.9,0.0
579,370,338,1,553.54,0.0
580,371,453,1,419.18,0.0
581,371,172,1,614.12,0.0
582,372,519,1,1247.58,0.0
583,372,22,1,148.79,0.0
584,372,30,1,192.09,0.0
585,372,83,1,84.4,0.0
586,373,475,1,340.49,0.0
587,373,416,2,288.63,0.0
588,373,385,1,100.37,0.0
589,374,250,2,414.6,20.73
590,375,502,1,268.93,0.0
591,376,449,2,311.08,0.0
592,376,392,1,236.04,23.6
593,376,105,1,665.11,0.0
594,377,220,1,442.06,22.1
595,377,372,1,188.86,0.0
596,378,91,1,1423.74,0.0
597,379,460,1,862.26,86.23
598,380,332,1,330.57,0.0
599,380,26,1,111.25,0.0
600,381,50,1,252.44,0.0
601,382,156,1,250.73,0.0
602,382,450,1,52.87,0.0
603,383,183,1,227.41,0.0
604,384,466,1,167.81,0.0
605,384,140,2,857.18,0.0
606,385,437,2,267.74,0.0
607,386,266,1,240.1,0.0
608,387,383,1,195.02,0.0
609,388,11,1,103.73,0.0
610,389,231,1,179.39,0.0
611,389,102,2,104.46,0.0
612,389,504,1,1070.59,0.0
613,390,500,2,309.09,0.0
614,391,413,1,1077.42,0.0
615,391,399,2,170.35,0.0
616,391,143,1,91.34,0.0
617,391,160,1,126.58,0.0
618,392,449,1,311.08,0.0
619,393,178,1,22.52,0.0
620,394,159,1,1273.72,191.06
621,395,40,1,195.49,0.0
622,396,64,1,140.23,21.03
623,397,415,2,312.97,0.0
624,398,216,1,303.6,15.18
625,399,368,1,137.41,0.0
626,400,462,1,101.46,0.0
627,400,486,1,1731.93,0.0
628,400,508,1,947.3,0.0
629,400,136,1,1481.85,0.0
630,401,183,2,227.41,0.0
631,402,285,1,201.64,30.25
632,403,139,1,483.87,0.0
633,404,158,1,53.58,8.04
634,405,16,2,1011.27,0.0
635,406,98,1,224.34,0.0
636,407,143,2,91.34,0.0
637,408,195,1,104.35,0.0
638,408,347,1,496.3,0.0
639,408,275,2,26.33,0.0
640,408,461,2,501.33,0.0
641,409,464,1,553.21,0.0
642,410,452,1,85.5,0.0
643,411,128,5,293.46,0.0
644,411,317,1,297.07,0.0
645,412,169,1,140.9,21.14
646,412,459,2,997.44,0.0
647,413,75,1,93.33,0.0
648,413,502,2,268.93,26.89
649,414,276,1,89.02,0.0
650,414,14,1,243.37,0.0
651,415,284,2,1396.36,0.0
652,415,390,1,292.65,14.63
653,415,265,1,366.48,0.0
654,416,470,1,1026.02,0.0
655,417,427,1,124.34,0.0
656,418,115,3,422.52,0.0
657,418,274,1,208.53,0.0
658,418,276,1,89.02,0.0
659,419,313,1,934.45,0.0
660,419,84,1,1119.67,0.0
661,419,412,1,1485.78,0.0
662,419,361,1,925.04,0.0
663,420,283,1,439.44,0.0
664,421,491,1,920.21,0.0
665,421,265,1,366.48,0.0
666,422,478,1,121.92,0.0
667,422,33,3,110.61,0.0
668,423,235,2,247.69,0.0
669,424,110,1,579.6,0.0
670,424,408,2,41.73,0.0
671,424,357,1,145.61,0.0
672,425,463,2,358.68,0.0
673,425,279,1,56.06,0.0
674,426,238,1,190.79,0.0
675,427,195,1,104.35,5.22
676,428,396,1,163.17,16.32
677,428,371,3,143.21,0.0
678,428,384,1,850.96,127.64
679,429,130,1,481.08,0.0
680,430,49,1,221.82,0.0
681,430,424,1,819.46,81.95
682,430,60,1,202.34,0.0
683,430,90,1,228.04,0.0
684,431,169,1,140.9,0.0
685,432,38,1,574.29,0.0
686,433,458,1,40.78,0.0
687,433,238,1,190.79,0.0
688,433,156,1,250.73,0.0
689,433,362,1,272.29,0.0
690,434,124,1,413.58,0.0
691,435,5,1,1463.52,0.0
692,436,302,1,844.35,0.0
693,437,417,1,468.79,0.0
694,437,470,2,1026.02,0.0
695,438,327,1,140.68,0.0
696,438,143,1,91.34,0.0
697,438,298,1,452.84,0.0
698,439,236,1,200.92,20.09
699,440,350,1,454.87,0.0
700,440,48,1,53.64,0.0
701,440,34,1,104.99,0.0
702,440,92,1,10.64,0.0
703,441,99,1,652.3,32.62
704,441,193,1,114.81,0.0
705,442,429,1,257.15,0.0
706,442,459,1,997.44,0.0
707,443,459,1,997.44,0.0
708,444,345,1,1161.15,0.0
709,444,449,1,311.08,0.0
710,444,367,1,258.13,0.0
711,444,308,1,1700.62,0.0
712,445,427,1,124.34,0.0
713,445,115,1,422.52,0.0
714,446,399,1,170.35,0.0
715,447,86,1,177.38,0.0
716,448,500,2,309.09,0.0
717,449,476,1,187.23,0.0
718,450,420,1,269.9,40.48
719,451,159,1,1273.72,0.0
720,452,488,1,1122.8,0.0
721,453,196,1,130.3,0.0
722,454,460,1,862.26,0.0
723,455,180,1,206.01,0.0
724,455,507,1,268.83,0.0
725,455,464,1,553.21,82.98
726,455,430,5,219.33,0.0
727,456,248,1,195.95,0.0
728,457,179,1,185.34,0.0
729,457,141,1,180.92,0.0
730,458,444,1,214.59,0.0
731,459,115,1,422.52,0.0
732,460,137,1,949.66,0.0
733,461,77,2,195.91,19.59
734,462,78,1,265.91,0.0
735,463,417,1,468.79,0.0
736,464,406,3,262.73,0.0
737,465,140,1,857.18,0.0
738,466,509,1,178.65,0.0
739,467,85,1,476.04,0.0
740,467,245,1,133.67,0.0
741,468,11,2,103.73,0.0
742,468,468,1,247.46,0.0
743,468,46,1,424.79,0.0
744,468,293,1,1042.13,0.0
745,469,13,2,1587.28,0.0
746,470,427,1,124.34,0.0
747,470,404,1,548.27,0.0
748,471,361,2,925.04,0.0
749,471,126,1,339.04,0.0
750,471,81,1,984.79,0.0
751,472,239,1,166.69,16.67
752,472,360,1,240.68,0.0
753,473,117,1,129.44,0.0
754,474,423,1,129.25,0.0
755,474,80,1,796.69,0.0
756,474,204,1,431.53,0.0
757,475,82,1,123.58,0.0
758,475,163,2,1302.48,0.0
759,475,138,1,960.35,0.0
760,475,36,2,884.8,0.0
761,476,122,1,815.9,0.0
762,477,487,2,453.2,0.0
763,478,371,1,143.21,7.16
764,479,285,1,201.64,0.0
765,480,63,1,29.34,0.0
766,481,28,1,979.0,0.0
767,481,261,1,333.06,0.0
768,481,223,1,1653.24,0.0
769,482,133,1,126.66,0.0
770,483,276,1,89.02,0.0
771,484,72,1,145.35,0.0
772,485,513,1,241.2,0.0
773,486,327,1,140.68,0.0
774,487,269,1,1830.17,0.0
775,487,507,2,268.83,0.0
776,487,317,1,297.07,0.0
777,488,209,1,270.92,0.0
778,489,102,1,104.46,0.0
779,490,96,1,35.17,0.0
780,491,92,3,10.64,0.0
781,492,8,1,138.19,0.0
782,492,261,3,333.06,0.0
783,492,155,1,1531.86,0.0
784,492,379,1,864.32,0.0
785,493,352,1,302.89,0.0
786,493,193,1,114.81,0.0
787,494,409,2,420.5,0.0
788,495,39,1,1087.16,0.0
789,496,53,1,1030.5,0.0
790,497,455,2,514.09,25.7
791,498,72,1,145.35,0.0
792,498,149,1,42.51,0.0
793,499,350,1,454.87,0.0
794,500,101,1,169.76,0.0
795,501,365,1,285.54,0.0
796,501,358,2,11.53,0.0
797,502,92,1,10.64,0.0
798,503,159,1,1273.72,0.0
799,504,517,1,951.77,0.0
800,505,36,1,884.8,0.0
801,505,56,1,1639.57,0.0
802,506,474,2,469.97,0.0
803,507,180,1,206.01,0.0
804,508,159,1,1273.72,0.0
805,508,514,1,207.12,0.0
806,509,312,2,396.57,0.0
807,509,446,1,776.05,0.0
808,509,225,1,1045.88,0.0
809,509,20,1,1082.34,0.0
810,510,301,1,346.88,17.34
811,511,19,1,1324.61,0.0
812,512,257,1,54.74,0.0
813,513,504,1,1070.59,0.0
814,513,401,2,226.67,0.0
815,514,367,2,258.13,0.0
816,515,222,1,252.34,0.0
817,516,249,1,109.8,0.0
818,517,84,1,1119.67,0.0
819,518,129,1,1368.16,0.0
820,519,421,2,14.12,0.0
821,519,439,1,742.68,0.0
822,519,284,1,1396.36,0.0
823,520,220,3,442.06,0.0
824,521,246,1,72.59,0.0
825,521,68,1,230.32,0.0
826,522,514,1,207.12,0.0
827,523,508,1,947.3,0.0
828,524,130,1,481.08,0.0
829,525,61,1,539.53,0.0
830,526,115,1,422.52,0.0
831,527,434,1,242.32,0.0
832,528,112,1,159.58,0.0
833,528,491,1,920.21,92.02
834,529,368,1,137.41,0.0
835,530,49,1,221.82,0.0
836,530,365,2,285.54,0.0
837,531,79,1,75.92,0.0
838,532,172,1,614.12,0.0
839,532,89,1,149.19,0.0
840,533,130,2,481.08,0.0
841,533,331,1,48.36,0.0
842,534,157,2,927.61,0.0
